MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym
280|s'il vous plaît essayez de faire|VC|S'il vous plaît, essayez de [faire/être] X.|X goran @ X = verbe en forme "te"|||
281|recevoir en tant que faveur|VC|Recevoir X en tant que faveur personnelle. Utilisez "te morau" non seulement pour un langage poli, mais également pour spécifier implicitement le donneur/le destinataire (ex. "watashi/kare ni" est supprimé de la phrase). L'utilisation de "te kureru" correspond à une phrase active contrairement à "te morau" qui correspond à une phrase passive.|Y ni Z wo X morau @ X = verbe en forme "te", Y = personne faisant la faveur, Z = objet de la faveur|1430;1432;1439;1441||te kureru, te ageru
282|veux que quelqu'un fasse (en tant que faveur)|VC|Je veux que quelqu'un [fasse/soit] X (en tant que faveur).|X moraitai @ X = verbe en forme "te"|||
283|ne pas faire|VC|Ne pas [faire/être] X.|X sokonau @ X = verbe en forme "te"|||
284|voudriez-vous s'il vous plaît faire (en tant que faveur)|VC|Voudriez-vous s'il vous plaît [faire/être] X (en tant que faveur).|X moraitai n desu ga @ X = verbe en forme "te"|||
285|complètement fini de faire|VC|[Je/tu/il/elle] [ai/as/a] complètement terminé de [faire/être] X.|X shimau @ X = verbe en forme "te"|||
286|regretter de faire|VC|[Je/tu/il/elle] [regrette/regrette] [faire/être] X.|X shimau @ X = verbe en forme "te"|||
287|fait et regrette de le faire|VC|[J'/tu/il/elle] [ai fais/as fait/a fait/étais/était] X et le regrette.|X shimatta @ X = verbe en forme "te"|892;893||
288|fait et regrette de le faire|VC|[J'/tu/il/elle] [ai fais/as fait/a fait/étais/était] X et le regrette. Forme familière de "te shimatta".|X cchimatta @ X = racine du verbe|||te shimatta
289|désolé de faire|VC|[Je/tu/il/elle] [suis/es/est] désolé de [faire/être] X.|X sumimasen @ X = verbe en forme "te"|||
290|toujours faire|VC|Faisant toujours X.|X bakari iru @ X = verbe en forme "te"|1077||
291|ne peut pas faire un|VC|[Je/tu/il/elle] ne peut pas faire une X-ation/un X-ement.|X koto wa dekinai @ X = verbe en forme "te"|||
292|fais-moi en tant que faveur|VC|[Faire/être] X en tant que faveur pour moi.|X choudai @ X = verbe en forme "te"|||
293|fait presque|VC|[Je/tu/il/elle] presque [fait/fait/suis/est] X.|X sou ni naru @ X = verbe|||
294|ne semble pas faire|VC|[Je/tu/il/elle] [ne/ne] semble pas [faire/être] X.|X nasasou @ X = verbe en forme "a"|||
295|capable de faire|VC|Être capable de [faire/être] X.|X @ X = verbe eru form|1416||am able to, can do, can be
296|avoir pu faire|VC|Avoir pu [faire/être] X.|X @ X = verbe eta form|||was able to, could do, could be
297|faire faire quelqu'un|VC|Faire [faire/être] X (actif causatif).|X @ X = verbe saseru form|||
298|capable de faire|VC|Pour pouvoir faire une X-ation/un X-ement.|X koto ga dekiru @ X = verbe en forme dict.|||
299|nominalisation de verbe|VC|Une X-ation/un X-ement. Utilisé pour convertir un verbe en gérondif (nom).|X koto @ X = verbe en forme dict.|||
300|décidé de faire|VC|(Il) a décidé de [faire/être] X. Forme plus formelle de "koto ni suru".|X koto ni kimeru @ X = verbe en forme dict.|||
301|devrait, doit, devrait|VC|[Je/tu/il/elle] devrais/t [faire/être] X.|X beki @ X = verbe en forme dict.|||
302|entrer dans, mettre en, rester, être plongé dans (silence), faire à fond, faire intensément, continuer dans le même état|VC|Entrer dans, mettre dans, rester, être plongé dans (silence), faire à fond, faire intensément, continuer dans le même état.|X komu @ X = racine de la forme "masu" du verbe|||
303|commencer à faire/être|VC|Commencer à [faire/être].|X hajimeru @ X = racine de la forme "masu" du verbe|||
304|complètement fini de faire|VC|[J'/tu/il/elle] [ai/as/a] complètement terminé de [faire/être] X. Utilisé familièrement (discours occasionnel) uniquement.|X chau @ X = verbe en forme "masu" ou son racine (dépend du type de verbe)|||
305|fait et regrette de le faire|VC|[J'/tu/il/elle] [ai fais/as fais/a fait/étais/était] X et le regrette. Utilisé familièrement (discours occasionnel) uniquement.|X chatta @ X = verbe en forme "masu" ou son racine (dépend du type de verbe)|||
306|complètement fini de faire|VC|[J'/tu/il/elle] [ai/as/a] complètement terminé de [faire/être] X. Utilisé familièrement (discours occasionnel) uniquement.|X jau @ X = verbe en forme "masu" ou son racine (dépend du type de verbe)|||
307|fait et regrette de le faire|VC|[J'/tu/il/elle] [ai fais/as fais/a fait/étais/était] X et le regrette. Utilisé familièrement (discours occasionnel) uniquement.|X jatta @ X = verbe en forme "masu" ou son racine (dépend du type de verbe)|||
308|faire (honorifique)|VC|[Faire/être] X (honorifique).|(o) X ni naru @ X = racine de la forme "masu" du verbe|1460;1461||
309|faire (honorifique)|VC|[Faire/être] X (honorifique).|(o) X nasaru @ X = racine de la forme "masu" du verbe|||
310|faire (humble)|VC|[Faire/être] X (humble).|(o) X suru @ X = racine de la forme "masu" du verbe|||
311|faire (humble)|VC|[Faire/être] X (humble).|(o) X itasu @ X = racine de la forme "masu" du verbe|||
312|s'il vous plaît faites|VC|S'il vous plaît [faites/soyez] X.|(o) X kudasai @ X = racine de la forme "masu" du verbe|1462;1463||
313|s'il vous plaît ne faites pas|VC|S'il vous plaît ne [faites/soyez] pas X.|(o) X kudasai @ X = verbe forme "naide"|1475;1476||
314|s'il vous plaît faites (honorifique)|VC|S'il vous plaît [faites/soyez] X (honorifique).|X nasaimase @ X = racine de la forme "masu" du verbe|||
315|s'il vous plaît ne faites pas (honorifique)|VC|S'il vous plaît ne [faites/soyez] pas X (honorifique).|X nasaimasu na @ X = racine de la forme "masu" du verbe|||
316|ordonné à faire (poli)|VC|Vous êtes ordonné de [faire/être] X (poli).|X nasai @ X = racine de la forme "masu" du verbe|||
317|ordonné à ne pas faire (poli)|VC|Vous êtes ordonné de ne pas [faire/être] X (poli).|X nasaru na @ X = racine de la forme "masu" du verbe|||
318|comme ça l'est, comme on l'aime, parce que, tant que|VC|Comme il l'est, comme on le veut, parce que, tant que.|X mama @ X = verbe en passé simple|1394||
319|refaire|VC|[Faire/être] X à nouveau. Parfois avec la connotation de répéter une action, comme réparation.|X naosu @ X = racine de la forme "masu" du verbe|1403||
320|vouloir fair ..., aimerait faire ...|VC|[Je/tu/il/elle] veux/t faire ...|X @ X = verbe en forme "tai"|||
321|avant|CO||X uchi ni @ verbe en forme "nai"|950||
322|voulait ...|VC|[Je/tu/il/elle] voulais/t [faire/être] X|X @ X = verbe en forme "tai"|||
323|je ne veux pas ...|VC|[Je/tu/il/elle] ne veux/t pas [faire/être] X|X @ X = verbe en forme "tai"|||
324|je ne voulais pas ...|VC|[Je/tu/il/elle] ne voulais/t pas [faire/être] X|X @ X = verbe en forme "tai"|||
325|vouloir ... (poli)|VC|[Je/tu/il/elle] veux/t [faire/être] X (poli)|X @ X = verbe en forme "tai"|||
326|voulait ... (poli)|VC|[Je/tu/il/elle] voulais/t [faire/être] X (poli)|X @ X = verbe en forme "tai"|||
327|je ne veux pas ... (poli)|VC|[Je/tu/il/elle] ne veux/t pas [faire/être] X (poli)|X @ X = verbe en forme "tai"|||
328|je ne voulais pas ... (poli)|VC|[Je/tu/il/elle] ne voulais/t pas [faire/être] X (poli)|X @ X = verbe en forme "tai"|||
329|(je comprends qu') il/elle veut faire|VC|(Je comprends que) il/elle veut [faire/être] X. Utilisation avec la troisième personne uniquement.|X @ X = verbe en forme "tagaru"|||
330|facile à faire|VC|Facile à [faire/être] X.|X yasui @ X = racine de la forme "masu" du verbe|894||
331|difficile à faire|VC|Difficile de [faire/être] X.|X nikui @ X = racine de la forme "masu" du verbe|895||
332|faire avec mépris|VC|[faire/être] X (le locuteur est méprisant). Utilisé familièrement pour indiquer la haine, le mépris ou le dédain des actes d'autrui.|X yagaru @ X = racine de la forme "masu" du verbe|896||
333|faire avec haine ou mépris|VC|[Faire/être] avec haine ou mépris. Utilisé dans un langage très vulgaire pour indiquer la haine, le mépris ou le dédain des actions d'autrui.|X yagare @ X = racine de la forme "masu" du verbe|897||
334|ne pas faire|VC|Ne pas [faire/être] X. Forme archaïque de la négation.|X nu @ X = racine de la forme "masu" du verbe|||
335|sans faire|VC|[verbe] sans [faire/être] X. Forme de négation archaïque.|X zu @ X = racine de la forme "masu" du verbe|898||
336|achever à faire|VC|[Je/tu/il/elle] [suis/est/est] en train de [faire/être] X. Indique l'achèvement d'une action.|X agaru @ X = racine de la forme "masu" du verbe|||
337|au point de|VC|Faire au point de X.|X hodo @ X = verbe en forme dict.|1267||
338|ou pas|VC|Faire ou ne pas faire X.|X ka ina ka @ X = verbe en forme dict.|1268||
339|a décidé de faire|VC|Avoir décidé de [faire/être] X (dans le futur). Forme plus familière de "koto ni kimeru".|X koto ni suru @ X = verbe en forme dict./"nai"|1410||
340|décidé de faire|VC|Nous avons décidé de [faire/être] X.|X koto ni shita @ X = verbe en forme dict./"nai"|1402;1408||
341|ne peut pas, ne doit pas, ne veut pas|VC|[Je/tu/il/elle] ne peut pas, ne devrait pas, ne veux/t pas, ne dois pas [faire/être] X.|X maji @ X = verbe en forme dict./"nai"|1420||
342|a décidé de faire|VC|[Je/tu/il/elle] [ai/as/a] décidé de [faire/être] X.|X koto ni shiteiru @ X = verbe en forme dict./"nai"|1409||
343|il a été décidé de faire|VC|Il a été décidé que [je/tu/il/elle] [fasse(s)/sois/soit] X.|X koto ni naru @ X = verbe en forme dict./"nai"|||
344|aussitôt que|VC|Dès que [je/vous/il/elle] [fais/fait/suis/es/est] X.|X ga hayai ka @ X = verbe en forme simple|687||
345|pourquoi ne pas faire, que diriez-vous de faire|VC|Pourquoi [n'est il/n'est elle/n'es-tu/ne suis-je] pas X? Que diriez-vous de [faire/être] X?|X dou desu ka? @ X = verbe en forme "tara"|||
346|que pensez-vous/suggérez-vous|VC|Qu'est-ce que [je/tu/il/elle] [pense(s)/suggère] si [je/tu/il/elle] [fais/fait/suis/es/est] X?|X ii desu ka? @ X = verbe en forme "tara"|||
347|ne devriez-vous pas faire?|VC|Ne devrais/t -[je/tu/il/elle] pas [faire/être] X?|X deshou ka? @ X deshou = verbe en forme "deshou"|||
348|pourquoi ne le fais-tu pas?|VC|Pourquoi est-ce que [je/tu/il/elle] ne [fais/fait/suis/es/est] pas X?|X ka? @ X = verbe en forme "masen"|||
349|pourquoi ne le fais-tu pas?|VC|Pourquoi est-ce que [je/tu/il/elle] ne [fais/fait/suis/es/est] pas X?|X ka? @ X = verbe en forme "nai"|||
350|peut faire?|VC|Puis-je [je/tu/il/elle] [faire/être] X?|X mashou ka? @ X mashou = verbe en forme "mashou"|||
351|seulement faire|VC|Ne faire que X.|X dake da @ X = verbe en forme simple|||
352|a (juste) récemment fait|VC|Avoir (juste) récemment fait X.|X bakari @ X = verbe en forme "ta"|1076;1419||
353|||||||
354|a fait tout à l'heure|VC|Avoir [fait/été] X tout à l'heure.|X tokoro da @ X = verbe en forme "ta"|||
355|sur le point de faire|VC|Être sur le point de [faire/être] X.|X tokoro da @ X = verbe en forme dict.|||
356|être juste au milieu de|VC|Être juste au milieu de X.|X tokoro da @ X = verbe en forme "teiru"|||
357|faire de temps en temps|VC|De temps en temps [faire/être] X.|X koto ga aru @ X = verbe en forme dict./"nai"|||
358|autorisé à faire|VC|Être autorisé à [faire/être] X.|X koto ga de aru @ X = verbe en forme dict./"nai"|||
359|ont fait l'expérience de|VC|Avoir éprouvé une X-ation/un X-ement.|X koto ga aru @ X = verbe en forme "ta"|1473;1474||
360|ont eu à faire|VC|Être arrivé à [faire/être] X.|X koto ni naru @ X = verbe en forme "ta"|||
361|même s'il y avait|VC|||||
362|être prévu pour faire|VC|Être programmé à faire X.|X koto ni nattieru @ X = verbe en forme dict./"nai"|||
363|sur le point de faire|VC|Être sur le point de [faire/être] X.|X to shiteiru @ X = verbe en forme "ou" (volitif)|||
364|sur le point de faire|VC|Être sur le point de [faire/être] X.|X to suru @ X = verbe en forme "ou" (volitif)|||
365|était sur le point de faire, a essayé de faire|VC|Avoir été sur le point de faire X, avoir essayé de faire X.|X to shita @ X = verbe en forme "ou" (volitif)|||
366|intention de faire|VC|Planifier de [faire/être] X, avoir l'intention de [faire/être] X. "tsumori" indique plus une intention concrète que "ou to omou".|X to omou @ X = verbe en forme "ou" (volitif)|||tsumori
367|intention de faire|VC|Prévoir de [faire/être] X. "tsumori" indique plus une intention concrète que "ou to omotteiru".|X to omoteiru @ X = verbe en forme "ou" (volitif)|||
368|n'a pas l'intention de faire|VC|Ne pas avoir l'intention de [faire/être] X.|X tomonaku @ X = verbe en forme dict.|988||
369|intention de faire|VC|Avoir l'intention de [faire/être] X. "tsumori" indique plus une intention concrète que "ou to omou".|X tsumori da @ X = verbe en forme simple|989;1294||ou to omou
370|devrait faire|VC|[Je/tu/il/elle] devrais/t [faire/être] X.|X ii noni @ X = verbe en forme "ba"|||
371|devrait faire|VC|[Je/tu/il/elle] devrais/t [faire/être] X.|X yokatta noni @ X = verbe en forme "ba"|||
372|aurait dû faire|VC|[J'/tu/il/elle] aurai(s/t) dû [faire/être] X.|X yokatta @ X = verbe en forme "ba"|||
373|suis, est|iAC|conjugation adj. "i": présent.|[racine] + i|||
374|suis, est|iAC|conjugation adj. "i": présent (poli).|[racine] + i desu|||
375|ne suis pas, n'est pas|iAC|conjugation adj. "i": présent négatif.|[racine] + kunai desu|||
376|ne suis pas, n'est pas|iAC|conjugation adj. "i": présent négatif (poli).|[racine] + ku arimasen|||
377|était|iAC|conjugation adj. "i": passé.|[racine] + katta desu|||
378|n'était pas|iAC|conjugation adj. "i": passé négatif.|[racine] + kunakatta desu|||
379|n'était pas|iAC|conjugaison adjectif: passé négatif (poli).|[racine] + ku arimasen deshita|||
380|manière d'être|iAC|conjugation adj. "i": forme adverbe.|[racine] + ku|1082;1083;1084||
381|et|iAC|conjugation adj. "i": X et Y. Utilisé pour joindre plus de deux adjectifs à un nom.|[racine] + kute + [prochain adj.]|1085||
382|est pour que|iAC|conjugation adj. "i".|[racine] + kute|1262||
383|même si|iAC|conjugation adj. "i".|X temo @ X = racine de l'adj. "i"|1490||
384|se transformer en|iAC|conjugation adj. "i".|[racine] + ku naru|1086;1087||
385|faire|iAC|conjugation adj. "i".|[racine] + ku suru|1088||
386|forme nominale|iAC|conjugation adj. "i".|[racine] + mi|1089||
387|si|iAC|conjugation adj. "i".|[racine] + kereba|||
388|doit faire|iAC|conjugation adj. "i".|[racine] + karou|||
389|niveau, degré de quelque chose|iAC|conjugaison adj. "i"/"na".|[racine] + sa|1458;1459||
390|suis, est, présent simple|naAC|conjugation adj. "na": présent.|[racine]|||
391|suis, est, présent poli|naAC|conjugation adj. "na": présent (poli).|[racine] + desu|||
392|ne suis pas, n'est pas, présent négatif (très poli)|naAC|conjugation adj. "na": présent négatif (très poli).|[racine] + de wa arimasen|||
393|ne suis pas, n'est pas, présent négatif (poli)|naAC|conjugation adj. "na": présent négatif (poli).|[racine] + ja nai desu|||
394|ne suis pas, n'est pas, présent négatif (neutre)|naAC|conjugation adj. "na": présent négatif (neutre).|[racine] + dewa nai|1091||
395|suis/n'est pas X|PC|conjugation adj. "na".|X dewa nai @ X = phrase|1497||
396|ne suis pas, n'est pas, présent négatif (impoli)|naAC|conjugation adj. "na": présent négatif (impoli).|[racine] + ja nai|108||
397|était, temps passé|naAC|conjugation adj. "na": passé.|[racine] + deshita|||
398|n'était pas, passé négatif|naAC|conjugation adj. "na": passé négatif.|[racine] + ja arimasen deshita|||
399|n'était pas, passé négatif (poli)|naAC|conjugation adj. "na": passé négatif (poli).|[racine] + de wa arimasen deshita|||
400|et|naAC|conjugation adj. "na": X et Y. Utilisé pour joindre plus de deux adjectifs à un nom.|[racine] + de + [prochain adj.]|||
401|même si|iAC|conjugation adj. "na": X et Y. Utilisé pour joindre plus de deux adjectifs à un nom.|X demo @ X = racine de l'adj. "na"|||
402|se transformer en|naAC|conjugation adj. "na".|[racine] + ni naru|1094;1095||
403|faire|naAC|conjugation adj. "na".|[racine] + ni suru|323||
404|si|naAC|conjugation adj. "na".|[racine] + deareba|||
405|planifie à faire|PC|[Je/tu/il/elle] prévois/t de [faire/être] X.|X wo yotei da @ X = phrase|1448||
406|intéressé à|PC|[Je/tu/il/elle] [m/t/s]' intéresse(s) à X.|X ni kyoumi ga aru @ X = phrase|||
407|n'était pas|PC|[Je/tu/il/elle] n'étais/t pas X.|X dewa nakatta @ X = phrase|||
408|c'est ainsi|CE|Forme familière de "no desu", utilisée uniquement dans le discours.||1231||
409|ce n'est pas ça du tout|CE|deshou ou "darou" remplace "desu yo" dans le langage familier.||||
