MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym
277|lo hice y se arrepiento de hacerlo|VC|[Yo/tu/él/ella] [did/was/were] X y se arrepiente de haberlo hecho. Forma coloquial de "te shimatta".|X cchimatta @ X = raíz del verbo|||te shimatta
278|siento hacer|VC|[Yo/tu/él/ella] [am/are/is] siento [hacer/ser] X.|X sumimasen @ X = verbo forma "te"|||
279|siempre haciendo|VC|Siempre haciendo X.|X bakari iru @ X = verbo forma "te"|1077||
280|no puede hacer un|VC|[Yo/tu/él/ella] no puede hacer un X-ando/iendo.|X koto wa dekinai @ X = verbo forma "te"|||
281|hazlo como favor|VC|[Hacer/ser] X como un favor para mí.|X choudai @ X = verbo forma "te"|||
282|casi lo hace|VC|[Yo/tu/él/ella] casi [hag(o/as/a)/soy/eres/es] X.|X sou ni naru @ X = verbo|||
283|no parece hacer|VC|[Yo/tu/él/ella] no parece [hacer/ser] X.|X nasasou @ X = verbo raíz "a"|||
284|capaz de hacer|VC|Ser capaz de [hacer/ser] X.|X @ X = verbo eru form|1416||am able to, can do, can be
285|ha podido hacer|VC|Haber podido [hacer/ser] X.|X @ X = verbo eforma "ta"|||was able to, could do, could be
286|hace que alguien haga|VC|Hacer que alguien [haga/sea] X (causativo activo).|X @ X = verbo saseru form|||
287|capaz de hacer|VC|Poder hacer un X-ando/iendo.|X koto ga dekiru @ X = verbo forma dicc.|||
288|nominalización del verbo|VC|Un X-ando/iendo. Se utiliza para convertir un verbo en un gerundio (sustantivo).|X koto @ X = verbo forma dicc.|||
289|decidió hacer|VC|[Yo/tu/él/ella] ha decidido [hacer/ser] X. Forma más formal de "koto ni suru".|X koto ni kimeru @ X = verbo forma dicc.|||
290|debería hacer|VC|[Yo/usted/él/ella] debe [hacer/ser] X.|X beki @ X = verbo forma dicc.|||
291|entrar, ponerse, permanecer (sentado), sumergirse en (silencio), hacer a fondo, hacer con atención, continuar en el mismo estado|VC|Entrar, ponerse, permanecer (sentado), sumergirse en (silencio), hacer a fondo, hacer con atención, continuar en el mismo estado.|X komu @ X = verbo raíz "masu"|||
292|empezar a hacer/ser|VC|Empezar a [hacer/ser].|X hajimeru @ X = verbo raíz "masu"|||
293|completamente terminado de hacer|VC|[Yo/tu/él/ella] [he/has/ha] terminado completamente [hacer/ser] X. Se usa solo coloquialmente (habla informal).|X chau @ X = verbo forma "masu" or raíz (depende del tipo de verbo)|||
294|hacer y se arrepientir de hacerlo|VC|[Yo/tu/él/ella] hago/as/a X y se arrepiente de haberlo hecho. Utilizado coloquialmente (habla casual) solamente.|X chatta @ X = verbo forma "masu" or raíz (depende del tipo de verbo)|||
295|completamente terminado de hacer|VC|[Yo/tu/él/ella] [he/has/ha] terminado completamente [hacer/ser] X. Se usa solo coloquialmente (habla informal).|X jau @ X = verbo forma "masu" or raíz (depende del tipo de verbo)|||
296|hacer y se arrepientir de hacerlo|VC|[Yo/tu/él/ella] hago/as/a X y se arrepiente de haberlo hecho. Utilizado coloquialmente (habla casual) solamente.|X jatta @ X = verbo forma "masu" or raíz (depende del tipo de verbo)|||
297|hacer (honorífico)|VC|[Hacer/ser] X (honorífico).|(o) X ni naru @ X = verbo raíz "masu"|1460;1461||
298|hacer (honorífico)|VC|[Hacer/ser] X (honorífico).|(o) X nasaru @ X = verbo raíz "masu"|||
299|hacer (humilde)|VC|[Hacer/ser] X (humilde).|(o) X suru @ X = verbo raíz "masu"|||
300|hacer (humilde)|VC|[Hacer/ser] X (humilde).|(o) X itasu @ X = verbo raíz "masu"|||
301|por favor hazlo|VC|Complacer [hacer/ser] X.|(o) X kudasai @ X = verbo raíz "masu"|1462;1463||
302|por favor no hagas|VC|Por favor, no [haga/sea] X.|(o) X kudasai @ X = verbo forma "naide"|1475;1476||
303|por favor hazlo (honorífico)|VC|Complacer [hacer/ser] X (honorífico).|X nasaimase @ X = verbo raíz "masu"|||
304|por favor no hagas (honorífico)|VC|Por favor, no [haga/sea] X (honorífico).|X nasaimasu na @ X = verbo raíz "masu"|||
305|ordenado a hacer (cortés)|VC|Se le ordena que [haga/sea] X (cortés).|X nasai @ X = verbo raíz "masu"|||
306|ordenó no hacer (cortés)|VC|Se le ordena no [hacer/ser] X (cortés).|X nasaru na @ X = verbo raíz "masu"|||
307|como es, como a uno le gusta, porque, como, siempre y cuando|VC|Como es, como a uno le gusta, porque, como, siempre y cuando.|X mama @ X = verbo pasado simple|1394||
308|hacer otra vez|VC|[Hacer/ser] X otra vez. A veces con la connotación de repetir una acción como reparación.|X naosu @ X = verbo raíz "masu"|1403||
309|quiero hacer, quisiera ...|VC|Quiero/quisiera [hacer/ser] X.|X @ X = verbo forma "tai"|||
310|antes de|CO||X uchi ni @ verbo forma "nai"|950||
311|quería ...|VC|Quería [hacer/ser] X|X @ X = verbo forma "tai"|||
312|no quiero ...|VC|No quiero [hacer/ser] X|X @ X = verbo forma "tai"|||
313|no quería ...|VC|No quería [hacer/ser] X|X @ X = verbo forma "tai"|||
314|quiero ... (educado)|VC|Quiero [hacer/ser] X (educado)|X @ X = verbo forma "tai"|||
315|quería ... (educado)|VC|Quería [hacer/ser] X (educado)|X @ X = verbo forma "tai"|||
316|no quiero ... (educado)|VC|No quiero [hacer/ser] X (cortés)|X @ X = verbo forma "tai"|||
317|no quería ... (educado)|VC|No quería [hacer/ser] X (cortés)|X @ X = verbo forma "tai"|||
318|(entiendo que) quiere hacer|VC|(Entiendo que) él/ella quiere [hacer/ser] X. Solo para uso en tercera persona.|X @ X = verbo tagaru form|||
319|fácil de hacer|VC|Fácil de [hacer/ser] X.|X yasui @ X = verbo raíz "masu"|894||
320|dificil de hacer|VC|Difícil de [hacer/ser] X.|X nikui @ X = verbo raíz "masu"|895||
321|hacer con desprecio|VC|[Hacer/ser] X (el orador es despectivo). Se usa coloquialmente para indicar odio, desprecio o desdén por las acciones de otros.|X yagaru @ X = verbo raíz "masu"|896||
322|hacer con odio o desprecio|VC|Para [hacer/estar] con odio o desprecio. Se usa en un lenguaje muy vulgar para indicar odio, desprecio o desdén por las acciones de otros.|X yagare @ X = verbo raíz "masu"|897||
323|no hacer|VC|Para no [hacer/ser] X. Forma arcaica de negación.|X nu @ X = verbo raíz "masu"|||
324|sin hacer|VC|[verbo] sin [hacer/ser] X. Forma arcaica de negación.|X zu @ X = verbo raíz "masu"|898||
325|ha terminado de hacer|VC|[Yo/tu/él/ella] [he/has/ha] terminado [hacer/ser] X. Indica la finalización de una acción.|X agaru @ X = verbo raíz "masu"|||
326|hasta el punto de|VC|Hacer hasta el punto de X.|X hodo @ X = verbo forma dicc.|1267||
327|o no|VC|Hacer o no hacer X.|X ka ina ka @ X = verbo forma dicc.|1268||
328|han decidido hacer|VC|Haber decidido [hacer/ser] X (en el futuro). Forma más coloquial de "koto ni kimeru".|X koto ni suru @ X = verbo dict./forma "nai"|1410||
329|decidió hacer|VC|Decidimos [hacer/ser] X.|X koto ni shita @ X = verbo dict./forma "nai"|1402;1408||
330|no puede, no debe, no quiere|VC|[Yo/tu/él/ella] no puedo/es/e, no debería, no lo haró/es/á, no debo/es/e [hacer/ser] X.|X maji @ X = verbo dict./forma "nai"|1420||
331|ha decidido estar haciendo|VC|[Yo/él/ella] ha decidido ser [hacer/ser] X.|X koto ni shiteiru @ X = verbo dict./forma "nai"|1409||
332|se ha decidido hacer|VC|Se ha decidido que [yo/tu/él/ella] hace/be X.|X koto ni naru @ X = verbo dict./forma "nai"|||
333|tan pronto como|VC|Tan pronto como [yo/tu/él/ella] [haga/sea] X.|X ga hayai ka @ X = verbo forma simple|687||
334|por que no hacer, que tal hacer|VC|¿Por qué no [yo/tu/él/ella] [hago/as/a /sea(s)] X? ¿Qué hay de [hacer/ser] X?|X dou desu ka? @ X = verbo forma "tara"|||
335|que piensas/sugieres|VC|¿Qué [tu/él/ella] [piensa(s)/sugiere(s)] si [yo/tu/él/ella] [hago/as/a / sea(s)] X?|X ii desu ka? @ X = verbo forma "tara"|||
336|no deberias (tu) hacer?|VC|¿No deberío/as/a [hacer/ser] X?|X deshou ka? @ X deshou = verbo forma "deshou"|||
337|¿por qué no haces?|VC|¿Por qué no [yo/tu/él/ella] [hago/as/a /sea(s)] X?|X ka? @ X = verbo forma "masen"|||
338|¿por qué no haces?|VC|¿Por qué no [yo/tu/él/ella] [hago/as/a /sea(s)] X?|X ka? @ X = verbo forma "nai"|||
339|¿puede hacer?|VC|¿Puede [yo/tu/él/ella] [hacer/ser] X?|X mashou ka? @ X mashou = verbo forma "mashou"|||
340|solo hacer|VC|Solo hacer X.|X dake da @ X = verbo forma simple|||
341|ha hecho (solo) recientemente|VC|Tener (solo) recientemente hecho X.|X bakari @ X = verbo forma "ta"|1076;1419||
342|||||||
343|he hecho justo ahora|VC|Tener [hecho/sido] X justo ahora.|X tokoro da @ X = verbo forma "ta"|||
344|a punto de hacer|VC|Estar a punto de [hacer/ser] X.|X tokoro da @ X = verbo forma dicc.|||
345|estar justo en el medio de|VC|Estar justo en el medio de X-ando/iendo.|X tokoro da @ X = verbo forma "teiru"|||
346|ocasionalmente hacer|VC|Ocasionalmente [hacer/ser] X.|X koto ga aru @ X = verbo dict./forma "nai"|||
347|permitido hacer|VC|Se le permitirá [hacer/ser] X.|X koto ga de aru @ X = verbo dict./forma "nai"|||
348|ha experimentado|VC|Haber experimentado X-ando/iendo.|X koto ga aru @ X = verbo forma "ta"|1473;1474||
349|han pasado a hacer|VC|Haber pasado a [hacer/ser] X.|X koto ni naru @ X = verbo forma "ta"|||
350|incluso si hubiera|VC|||||
351|estar programado para hacer|VC|Ser programado/por hacer X.|X koto ni nattieru @ X = verbo dict./forma "nai"|||
352|a punto de hacer|VC|Estar a punto de [hacer/ser] X.|X to shiteiru @ X = verbo forma "ou" (volitivo)|||
353|a punto de hacer|VC|Estar a punto de [hacer/ser] X.|X to suru @ X = verbo forma "ou" (volitivo)|||
354|estaba a punto de hacer, trató de hacer|VC|Haber estado a punto de hacer X, haber intentado hacer X.|X to shita @ X = verbo forma "ou" (volitivo)|||
355|plan de hacer, intención de hacer|VC|Planear [hacer/ser] X, intentar [hacer/ser] X. "tsumori" indica una intención más concreta que "ou to omou".|X to omou @ X = verbo forma "ou" (volitivo)|||tsumori
356|planeando hacer|VC|Planifiar a [hacer/ser] X. "tsumori" indica una intención más concreta que "ou to omotteiru".|X to omoteiru @ X = verbo forma "ou" (volitivo)|||
357|sin intención de hacer|VC|No pretendar [hacer/ser] X.|X tomonaku @ X = verbo forma dicc.|988||
358|intenta hacer|VC|Intentar [hacer/ser] X. "tsumori" indica una intención más concreta que "ou to omou".|X tsumori da @ X = verbo forma simple|989;1294||ou to omou
359|debería hacer|VC|[Yo/tu/él/ella] debo/es/e [hacer/ser] X.|X ii noni @ X = verbo forma "ba"|||
360|debería hacer|VC|[Yo/tu/él/ella] debo/es/e [hacer/ser] X.|X yokatta noni @ X = verbo forma "ba"|||
361|debería haber hecho|VC|[Yo/tu/él/ella] deberío/as/a haber [hecho/sido] X.|X yokatta @ X = verbo forma "ba"|||
362|soy, es|iAC|Conjugación adj. "i": presente.|[raíz] + i|||
363|soy, es|iAC|Conjugación adj. "i": presente (cortés).|[raíz] + i desu|||
364|no soy, no es|iAC|Conjugación adj. "i": presente negativo.|[raíz] + kunai desu|||
365|no soy, no es|iAC|Conjugación adj. "i": presente negativo (cortés).|[raíz] + ku arimasen|||
366|estaba|iAC|Conjugación adj. "i": pasado.|[raíz] + katta desu|||
367|no fue|iAC|Conjugación adj. "i": pasado negativo.|[raíz] + kunakatta desu|||
368|no fue|iAC|Conjugación adj. "i": pasado negativo (cortés).|[raíz] + ku arimasen deshita|||
369|forma de adverbio|iAC|Conjugación adj. "i": forma de adverbio.|[raíz] + ku|1082;1083;1084||
370|y|iAC|Conjugación de adj. "i": X e Y. Se utiliza para unir más de dos adjetivos a un sustantivo.|[raíz] + kute + [siguiente adj.]|1085||
371|es asi para que|iAC|Conjugación adj. "i".|[raíz] + kute|1262||
372|incluso si|iAC|Conjugación adj. "i".|X temo @ X = raíz del adj. "i"|1490||
373|convertirse en|iAC|Conjugación adj. "i".|[raíz] + ku naru|1086;1087||
374|para hacer|iAC|Conjugación adj. "i".|[raíz] + ku suru|1088||
375|forma nominal|iAC|Conjugación adj. "i".|[raíz] + mi|1089||
376|si|iAC|Conjugación adj. "i".|[raíz] + kereba|||
377|debe hacer|iAC|Conjugación adj. "i".|[raíz] + karou|||
378|nivel, grado de algo|iAC|Conjugación adj. "i"/"na".|[raíz] + sa|1458;1459||
379|soy, es|naAC|Conjugación adj. "na": presente.|[raíz]|||
380|soy, es|naAC|Conjugación adj. "na": presente (cortés).|[raíz] + desu|||
381|no soy, no es|naAC|Conjugación adj. "na": presente negativo (más cortés).|[raíz] + de wa arimasen|||
382|no soy, no es|naAC|Conjugación adj. "na": presente negativo (cortés).|[raíz] + ja nai desu|||
383|no soy, no es|naAC|Conjugación adj. "na": presente negativo (neutro).|[raíz] + dewa nai|1091||
384|soy/no es X|PC|conjugación adj. "na".|X dewa nai @ X = frase|1497||
385|no soy, no es|naAC|Conjugación adj. "na": presente negativo (descortés).|[raíz] + ja nai|108||
386|estaba en pasado|naAC|Conjugación adj. "na": pasado.|[raíz] + deshita|||
387|no fue|naAC|Conjugación adj. "na": pasado negativo.|[raíz] + ja arimasen deshita|||
388|no fue|naAC|Conjugación adj. "na": pasado negativo (cortés).|[raíz] + de wa arimasen deshita|||
389|y|naAC|Conjugación adj. "na": X e Y. Se usa para unir más de dos adjetivos a un sustantivo.|[raíz] + de + [siguiente adj.]|||
390|incluso si|iAC|Conjugación adj. "na": X e Y. Se usa para unir más de dos adjetivos a un sustantivo.|X demo @ X = raíz del adj. "na"|||
391|para convertirse en|naAC|conjugación adj. "na".|[raíz] + ni naru|1094;1095||
392|para hacer|naAC|conjugación adj. "na".|[raíz] + ni suru|323||
393|si|naAC|conjugación adj. "na".|[raíz] + deareba|||
394|planear|PC|Planeo a X.|X wo yotei da @ X = frase|1448||
395|interesado en|PC|Estoy interesado en X.|X ni kyoumi ga aru @ X = frase|||
396|no estaba|PC|[Yo/tu/él/ella] no era(s) X.|X dewa nakatta @ X = frase|||
397|partícula usada para citar (habla, pensamientos, etc.)|PP|||||
398|peón promovido (shogi)|N|||||
399|si, cuando|CO|ME#0101;0102||||
400|etcétera, etc., y otros, y otras cosas similares, y tal..., etc.|PP||X nado @ X = lista de sustantivos|769;1291||
401|de, hecho de|PP||X no @ X = sustantivo|770||
402|eso es tan|CE|Forma coloquial de "no desu", utilizada solo en el habla.||1231||
403|eso no lo es en absoluto|CE|deshou o "darou" reemplaza a "desu yo" en el lenguaje familiar.||||
404|y, así como|CO|Se usa junto con "narabi ni" (並びに) para formar listas complejas, particularmente en contextos legales. "narabi ni" divide los subconjuntos dentro de la lista, mientras que "oyobi" se usa para unir elementos más estrechamente relacionados. A menudo escrito en hiragana. (fuente: Wikcionario)||1502||
405|como, similar a, igual que|PP||X goto|||
406|excepto para, excepto|PP||X nozoi|||
407|hasta, por un tiempo determinado|PP||X made|822||
408|hasta|PP||X made|||
409|de, desde|PP||X kara|821||
410|por lo tanto|CO|ME#0132;0133||||
411|entre otras cosas, cosas como, o algo por el estilo|PP|Se usa repetidamente (toka ... toka) para enfatizar una lista de ejemplos. Similar a "ya ... nado".|X toka Y toka @ X/Y = sustantivo, verbo en forma simple o adj.|1296;1297;1298||
412|por lo tanto, en consecuencia|CO|Puede ser utilizado para comenzar una oración.|X. yue ni Y / X yue ni Y|||
413|así, en consecuencia, ahora, entonces, por lo tanto,|CO|Puede ser utilizado para comenzar una oración.|X soko de Y|||
414|y, por lo tanto, por eso|CO|Equivalente a "y luego" en el habla, comienza una oración, generalmente hablada solamente.|sore de X|||
415|aun así|CO|||||
416|hecho por, debido a, según, dependiendo de|PP||X ni yotte|1309;1310;1311||
417|como, similar a|PS||X you de|||
418|entre|PS|Entre X y Y|X to Y no made|||
419|sólo debido a, (simplemente) porque, a causa de|CO|Y solo por X, (simplemente) porque, a causa de.|Y bakari ni X|903||
420|a pesar de, independientemente de|PC|A pesar de X, independientemente de X.|X kakawarazu @ X = frase|||
421|sin embargo, pero, incluso si, aún así, a pesar de|CO|X sin embargo Y, X pero Y, Y aunque X, X aun así Y, Y a pesar de X.|X soredemo Y @ X/Y = frase|795||
422|sin embargo, pero, aparte de, más que|CO|X sin embargo Y, X pero Y, Y aparte de X, Y además de X, Y más que X.|X. soreyori Y @ X/Y = frase|||
423|pero, sin embargo, siempre que|CO|X pero Y, X sin embargo Y, Y siempre que X.|X. tadashi Y @ X/Y = frase|||
424|pero, sin embargo, aunque|CO|ME#0149;0150||||
425|y|CO|ME#0151;0152||||
426|bien|OI|Utilizado como suavizante.||||
427|pero|CO|ME#0153;0154||||
428|bien ahora|CE|||1214||
429|por cierto|PP|||1213||
430|incluso si, no importa (quién, qué, cuándo, dónde, por qué, cómo)|PP|Y aunque X.|X tokoro de, Y @ X/Y = frase|504||
431|como sea, pero|PP|X pero Y. Generalmente comienza una frase con un tema problemático y conflictivo.|X shikashi Y @ X/Y = frase|957||
432|además, también|CO|Y además de X.|X. sore ni Y|1275||
433|-ndo y -ndo (p.ej. "vando y viendo"), haciendo cosas como ..., y/o|PC|ME#0160;0161;0162||||
434|expresa un comando|PP|||||
435|a excepción de, excepto, con la excepción de|PC|Excepto X, con la excepción de X.|X igai @ X = frase|||
436|y también|CO|X es cierto y también Y.|X. ato Y|129||
437|con el fin de, para|CO|Y por el bien de [hacer/ser] X, por el bien de algo seguro.|X tame ni Y @ X = verb, Y = verbo|991||you ni
438|para, para el beneficio de|CO|ME#0172;0173||||
439|ventaja, beneficio, bienestar|N;Abs|||||
440|propósito, objetivo|N;Abs|||||
441|consecuencia, resultado, efecto|N;Abs|||||
442|afectando, respecto de|N;Abs|||||
